NDS;DESCRICAO DO SERVICO
493730;FAVOR GESAR NDS PARA TROCA DO TR D5727 TRASER 2 CHAVE 3 PARARAIO E JAMPER PARA A ESTRUTURA TR DESTRUIDO PELO VENDAVAL, E APRUMAR POSTE,  [PS=775119348  V4X4=NAO  CESTO=NAO  CHVAB=SIM  JUMPAB=NAO  LV=NAO  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=SIM  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=775119348,TRANSFORMADO QUEIMADO=1  [PS=775119348,1-TRANSF. TRIF. 33   KV     45KVA  ]
493731;FAVOR GERAR NDS PARA TROCAR TR 49243 FEITO TESTE A VAZIO E TRANSFORMADOR ESTA QUEIMADO LOCAL DE BOM ACESSO TRAZER TR DE 10 KVA,  [PS=774027878 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=774027878,TRANSFORMADO QUEIMADO=1  [PS=774027878,1-TRANSF. MONO. 33 KV     10 KVA  ]
493732;FAVOR GERAR NDS PARA A MANUTENCAO TROCAR TR L6604 ESTA QUEIMADO AS BUCHAS DE SAIDA APRESENTANDO VAZAMENTOS BOM ACESSO OBS TROCAR OS PARARAIOS PERIMETRO URBANO TR DA 13.8 DE 75 VKA,  [PS=935061454 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=935061454,TRANSFORMADO QUEIMADO=1  [PS=935061454,1-TRANF. TRIF. 13.2 KV    75 KVA  ]
493733;TROCAR TR 42724 O MESMO ESTA QUEIMADO FOI FEITO EMENDA DE BT NA HORA DE FAZER O FEICHAMENO DA CHAVE ELE NAO ACEITOU FEITO TETSTE A VAZIU CONSTATADO DEFEITO ACESSO NELE SO PELO MEIO DA LAVOURA CO SUMIDORES SE ENERGIA NO LOCAL DES DE SABADO A NOITE  DEPOIS DO TENPORAL TR DE 15KVA DA REDE 13.8,  [PS=779221467 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=779221467,TRANSFORMADO QUEIMADO=1  [PS=779221467,1-TRANSF. MONO. 13.2KV-254V 15 KVA  ]
493734;GERAR NDS PARA EME DA DE CABO 3.09 DO PS550588820 AO PS 771516923  NECESSARIO FAZER DERRUBADA DE ARVORE QUE ESTAO PROXIMOS AO CONDUTOR,  [PS=550588820 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=550588820,EMENDAR CONDUTOR(ES=1  
493735;GERAR NDS PARA TROCA DO TT B0286 O MESMO ESTA QUEIMADO FEITO TEXTE A VASIO   TT 30KV    ASSESO BOM URBANA,  [PS=787189516 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=787189516,PODAR ARVORE=1  [PS=787189516,1-TRANSF. TRIF. 33   KV     30KVA  ]
493737;TROCAR POSTE NO PS 898916446, TRAZER POSTE B600 12, 2 CRUZETAS, 3 PARA RAIO E 3 CHAVES DA 34,5, 1 TR TRIFASICO DE 45KVA., NO LOCAL ESTA 2 TR MONO DE 25KVA QUE PODE SER SUBST POR TRIFASICO.TRAZER 2 ESTRIBO,FACIL ACESSO,ABRIR A SU 75723 PARA SUBSTITUIR.SOMENTE 1 CLIENTE DESLIGAD [PS=898916446 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=898916446,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=898916446,3-CHAVE FUSIVEL C -  POLIMERICA 27KV 300A  PS=898916446,3-PARA-RAIOS 27KV10KA  PS=898916446,2-CRUZETA  POLIMERICA  PS=898916446,1-POSTE DUPLO T B/600/12.0 M  PS=898916446,2-TRANSF. TRIF. 33   KV     45KVA  ]
493739;FAVOR GERAR NDS PRA EMENDA DE CONDUTORES NO PS 951528070 NO PS 951528079 SUBSTITUIR O MESMO TRAZER POSTE DE FIBRA E FERRGENS PRA BITOLA DO POSTE, N1 COM N3, NO PS 951528082 SUBSTITUIR POSTE, TRAZER POSTE DE FIBRA E FERRAGENS PRA BITOLA DO POSTE, N1, NO PS 951528085 REFAZER AMARACAO DE CONDUTOR FORA DO ISOLADOR, LOCAL DE DIFICIL ACESSO EM MEIO A LAVOURA ABERTO JUMPER NO PS 951528040, TS 17943 FECHADA,
493740;TROCAR PS QUEBRADO E FEZER A AMARRACAO DE CONDUTOR NO ISOLADOR OU ENGESSAR O PS, PS DO DEFEITO 570710258, O MESMO ESTA COM O CABO DA FASE B SOUTO EN CIMA DO ISOLADOR, NAO FOI POSSIVEL FAZER A AMARRACAO, POIS O MESMO ESTA ABARROADO, QUEBRADO O TOPO, FICOU ABERTO A CHAVE 8918001312, SERVICO PARA CESTO AEREO. CONSUMIDORES DESLIGADOS.,  [PS=570710258 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=570710258,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=570710258,1-POSTE DUPLO T D/150/10.5 M  ]
493741;FAZER EMENDA DE CONDUTOR CABO 4 AWG BOM ACESSO,  [PS=592995896 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=592995896,EMENDAR CONDUTOR(ES=2  [PS=592995896,20-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493745;GERA NDS PRA MAN VIM FASER ROCADA NO PS 615054088 E EMENDAR CABO E ENGESAR MSM Q ESTA DEGOLADO ACESSO SO MEIO DA LAVOURA FOI ABERTO JAMPER NO PS 615054083 QUANDO FOR EXECUTAR AS ATIVIDADES TEM Q ABRIR CHAVE 02585 MOTIVO DE SEGURANCA  TRASER CABO 4 COM ALMA E 1 CRUZETA   CHAVE FICOU FECHADO ATE JAMPER ABERTO,  [PS=615054088 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=615054088,FAZER ROCADA=35 PS=615054088,APRUMAR POSTE=0 PS=615054088,EMENDAR CONDUTOR(ES=1 PS=615054088,TRANSFORMADOR AVARIADO=0  [PS=615054088,6-CABO  AL NU CAA  4 AWG - COM ALMA  PS=615054088,1-CRUZETA  POLIMERICA  ]
493746;URGENTE TR 89180L9095 QUEIMADO ATENDE 2 AVIARIOS COM 40000 FRANGOS PARA ENTREGAR EM 2 DIAS. PEDE URGENCIA COM RISCO DE MORRER - SEM LUZ DESDE DOMINGO
493747;EMENDAR CABO ROMPIDO PARANA TRIFASICO NO PS 605602207 ATE NO PS 605602318 E CORTAR VARIAS ARVORES RETIRAR ARVORE DE GRANDE PORTE QUE CAIU EM CIMA DA RD NO PS 612662561 NECESARIO CESTO AERIO PRA RETIRADA DA ARVORE CHAVE 81342 FICOU ABERTO PRA ISOLAR O DEFEITO,  [PS=605602207 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=605602207,EMENDAR CONDUTOR(ES=1  [PS=605602207,1-CABO,ELET COBERTOCU1X 35 MM  ]
493748;GERAR NDS PARA TROCA DO PS775348216   MESMO ESTA QUEBRADO CAMINHAO EM ROSCOU   E SE INVADIU DO LOCAL   CABOS DE BT TODOS ROMPIDO   IZOLADO NO PS 775347956  FEXADO TR   FOTOS GRPO NDS,  [PS=775347956 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=775347956,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=775347956,1-POSTE DUPLO T B/300/12,0M  ]
493749;COMPLEMENTAR NDS 493582TROCAR POSTE E EMENDAR CONDUTOR DE AT NO PS 784617221 ATE O PS 784617213, POSTE SER TROCADO NO PS  784617221 CHAVE TRIPER8321612216 ABERTA,
493750;EMENDA DE CABO NO PS 627241979 E CORTE DE ARVORE NO PS 627241958
493751;GERAR NDS PARA EMENDA DE CONDUTOR 3X2.25 NO PS 808509828  NECESSARIO REALIZAR PODAS E ROCADA JUMPER ABERTO NO PS 771996828  CHAVE 91737 FECHADA AS 2104 SOMENTE TR 33774 FICOU DESLIGADO,  [PS=808509828 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=808509828,PODAR ARVORE=1 PS=808509828,FAZER ROCADA=1 PS=808509828,EMENDAR CONDUTOR(ES=1  
493752;, PS=622029411,TRANSFORMADO QUEIMADO=1  [PS=622029411 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=622029411,TRANSFORMADO QUEIMADO=1  [PS=622029411,1-TRANSF. MONO  10KVA OVI  ]
493753;EMENDAR CONDUTOR VAO LONGO ACESSO LIVRE CAIU UM PINOS E ARRENTOU O CABO,  [PS=627241980 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=627241979,EMENDAR CONDUTOR(ES=1  [PS=627241979,5-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493756;GERAR NDS PRA MAN VIM TROCAR TR QUEIMADO H0314 TEM Q ABRIR  A DERIVACAO DELE Q N POSUI CHAVE DE PLOTECAO TR MONO DA 34 DE 10KVA SE FOR POSIVEL INSTALAR GLV NA CHAVE DESSE TR  ACESSO SO PELO PASTO MAS VEICULO CHEGA TRANQUILO NO PE DO PS,  [PS=621533577 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=621533577,PODAR ARVORE=0 PS=621533577,APRUMAR POSTE=0 PS=621533577,RETENSIONAR CONDUTOR=3 PS=621533577,TRANSFORMADO QUEIMADO=1  [PS=621533577,1-TRANSF. MONO. 33 KV     10 KVA  ]
493757;FAVOR GERAR UM SERVICO PARA TROCAR CHAVE FUSIVEL COM DEFEITO NA CHAVE 8918007502 POIS CLIENTE COM AVIARIOS NO LOCAL CLIENTE COM TENSAO BAIXA POSSIVEL POR CAUSA DESSA CHAVE CHAVE 34,5 KV
493758;GERADO NDS PARA EMENDA DE CONDUTORES DE BT DURANTE O DIA, EQUIPE EXAUSTA, SE POSSIVEL ENVIAR CESTO AEREO, PS MUITO POLUIDO PARA SUBIR, PS FICA EM INVASAO LOCAL COMPLICADO A NOITE. PODE SER FEITO DE DIA PELO CESTO AEREO 1,  [PS=772081853 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=772081853,EMENDAR CONDUTOR(ES=2  [PS=772081853,2-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493759;FAVOR GERAR SERVICO PARA TROCA DA CRUZETA E ISOLADORES NO PS 615061703 , E NO PS 615061704 APRUMAR O POSTE QUE ESTA EM DEGRINE  LOCAL DE FACIL ACESSO , A CHAVE 4056 PERMANESE COM ACHAVE ABERTO  NO LOCAL,  [PS=615061607 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=615061607,APRUMAR POSTE=1 PS=615061607,SUBSTITUIR CRUZETA(S=1 PS=615061607,SUBSTITUIR ISOLADORES=2  [PS=615061607,1-CRUZETA POSTE CONCRETO L=2000MM  PS=615061607,1-ISOL PILAR PORCELANA 15 KV  ]
493761;ABERTO TR M0843 PS 612830647¦  CABO BT ROMPIDO. GERAR NDS - CA697
493762;POSTE CAIDO PERTO DA CHAVE 8918002558 RELATAM CLIENTES DO POSTO 89180B0028 - SEM MAIS INFORMACOES
493765;FAVOR GERAR NDS PARA EMENDA DE CONDUTOR TRAZER UNS 70 MTS DE CABO CAA 4AWG POSSIVELMENTE TRATOR ENROSCOU E ACABOU AREBENTANDO O MESMO EM VARIOS PEDACOS, REFAZER O JUMPER NO PE DA CHAVE  ACESSO BOM BEIRA DE RODOVIA ,VAO LONGO , ANALISAR SE FAZER COM MANUTENCAO OU LINHA VIVA DEVIDO A PROXIMIDADE COM OS CABOS DE MT, FAZER APR NO CRUZAMENTO LIGADO QUE CRUZA ESTE RAMAL [PS=111103171 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=1111031719,EMENDAR CONDUTOR(ES=1 PS=1111031719,REFAZER JUMPER=1  [PS=1111031719,70-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493771;OK CENTRAL GERAR UMA NDS PARA TROCA CRUZETA DA 34.5 E DOIS ISOLADOR  DA 34.5 E FAZER IMENDA DO CABO 4 AWG UMA EMENDA NO PS 615267164 FICOU DESLIGADO CHAVE REPITIDORA 8918005972  NESTA REDE SO DOIS CLIENTE MAS COM SILOS DE GRAUS OK,  [PS=615267164 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=615267164,SUBSTITUIR CRUZETA(S=1 PS=615267164,SUBSTITUIR ISOLADORES=2 PS=615267164,EMENDAR CONDUTOR(ES=01  [PS=615267164,1-CRUZETA POSTE CONCRETO L=2000MM  PS=615267164,2-ISOL PILAR PORCELANA 35 KV  PS=615267164,1-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493773;FAVOR GERAR SERVICO PARA MANUTENCAO REAPRUMAR POSTE NA REDE BT NO PS630147732 SE POSSIVEL O QUANTO ANTES  LIVRE ACESSO POSTE CEDEU DEVIDO AO VENTO ESTA PENDIDO PARA CASA DO CLI,  [PS=630147732 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=630147732,APRUMAR POSTE=1  
493774;MANUTENCAO FAZER MALHA DO TR C3383 E POR UM POSTE PRA BT PROXIMO DO PADRAO DO CONSUMIDOR, TR FOI REALOCADO POR FALTA DE ACESSO NECESSARIO MATERIAL PRA MALHA E PRA BAIXA TENSAO, TBM PRECISA DE RSI25ML 100MTR, POSTE E MATERIAL SI3, BOM ACESSO PRA CAMINHAO CONSUMIDOR A 4 DIAS DESLIGADO
493779;SEM LUZ DES DE DOMINGO TRASER UM POSTE B300 CORTAR ALGUMAS ARVORES E EMEMDA DE CABO3.2.25 TRASER UM PEDACO DE CABO E EMENDA BOM ACESSO CAMINHAO PS QUEBRADO 612599290 JUMPER ABERTO NO PS 610726961,  [PS=612599290 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=612599290,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  
493783;,  [PS=616097976 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=616097976,PODAR ARVORE=99 PS=616097976,APRUMAR POSTE=99 PS=616097976,REFAZER JUMPER=1 PS=616097976,TRANSFORMADOR AVARIADO=99 PS=616097976,REFAZER CONEXAO NA REDE=1 PS=616097976,RETENSIONAR CONDUTOR=99  [PS=616097976,1-CABO DE ALUM. COBERTO 35KV 185MM  ]
493784;TROCAR POSTE 773642422 DE AGULO QUEBOU A CABECA DO POSTE E AREBENTOU ESTAI, LOCAL DE BOM ACESSO PARA CAMINHAO  PRIMEIRA ENTRADA AS DIREITA DEPOIS DA COMUNIDADE, DEVIDO A ARVORE QUE SAIU SOBRE A REDE, TROCAR POSTE E CORTAR ARVORE REFERENTE A NOC 50539354  NO PS 773642422 CHAVE 12632 ABERTA ESTA LIGADA ATE ELA. [PS=773642422 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=773642422,POSTE AVARIADO/ABALROADO (SUBSTITUIR=01 PS=773642422,CORTAR ARVORE COM MOTOSSERRA=3 PS=773642422,RETENSIONAR CONDUTOR=03 PS=773642422,TRANSFORMADO QUEIMADO=01  [PS=773642422,1-POSTE DUPLO T B/300/10.5M  ]
493785;SUBSTIUIR TR 8324031578 QUEIMADO REQUISITADO TR DE 10KVA DA 34 LOCAL DE FACIL ACESSO BEIRA DE ESTRADA CLI COM PRODUCAO LEITEIRA FAVOR AGILIZAR,  [PS=111293504 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=1112935042,TRANSFORMADO QUEIMADO=1  [PS=1112935042,1-TRANSF. MONO. 33 KV     10 KVA  ]
493787;FAVOR GERAR NDS PRA MANUTENCAO FAZER EMENDA DO CABO DE AT NO PS 789308940  ESTA TORTO TEM Q APLUMAR  CF 83216 01162 ESTA ABERTA NO LOCAL, FAVOR GERAR NDS PRA EMENDA CABO DE AT NO PS 789308940 ESTA ROMPIDA  TEM Q AVALIAR PS QUES ESTA TORTO   CHAVE FICOL ABERTA  CF 8321601162,  [PS=789308940 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=789308940,EMENDAR CONDUTOR(ES=2  [PS=789308940,20-CABO AL NU 4 CA AWG - SEM ALMA  ]
493790;TR 83216R3767 COM VASAMENTO DE OLE MAS FICOU FECHADO,  [PS=924730246 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=924730246,TRANSFORMADOR COM VAZAMENTO=1  [PS=924730246,1-TRANSF. TRIF. 33   KV     75KVA  ]
493791;JUMPER DE CF QUEBRADO NA CONEXAO A COMPRESSAO,  [PS=630027764 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=SIM  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=630027764,SUBSTITUIR GLV (S=1 PS=630027764,PODAR ARVORE=0 PS=630027764,APRUMAR POSTE=0 PS=630027764,TRANSFORMADO QUEIMADO=0 PS=630027764,REFAZER JUMPER=1 PS=630027764,RETENSIONAR CONDUTOR=0  [PS=630027764,1-CHAVE FUSIVEL C - POLIMERICA 15KV 300A  ]
493794;PODAS EM TODO ALIMENTADOR - AVALIAR CONDICOES DOS CONDUTORES NO PS PS 620367120, DEVIDO A INCENDIO- DUVIDAS FALAR COM MICHEL - BSCFOZ
493795;MANUNTECAO DE LINHA VIVA TROCAR CHAVE LAMINA 9021 QUE ESTA QUEBRADA FAZE A.LOCAL DE FACIL ACESSO BEIRA DA ESTRADA TRAZER CHAVE DA 13 KVEQUIPE      : CA919VEIC. ALOC. : E3V35DATA        : 24/09/25 10:21 POR ADMSODREGIAO      : CZI03 - CHOPINZINHO/SLUTIPO        : MENSAGEM LIVRE
493797;TRAZER 3 POSTE DE 150 MTS 10,5TRAZER 800MTS CABO 32,25POSTE QUEBRADO ANTES DO TR 31638 TEM DOIS POSTE QUEBRADOE NO PS615156603 TBM ESTA QUEBRADO,  [PS=622592058 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=622592058,POSTE AVARIADO/ABALROADO (SUBSTITUIR=3 PS=622592058,EMENDAR CONDUTOR(ES=99  [PS=622592058,99-CABO  ACO 3.2.25 - 4,87 MM 3 FIOS  PS=622592058,3-POSTE DUPLO T D/150/10.5 M  ]
493798;O TR  E0308 ESTA  QUEIMADO FOI MIDIDO NA BUCHA NAO ESTA  PASSANDO ENERGIA GERA NDS  PARA SUB8STITUIR   O TR E0308   A CF  07140  ESTA FECHADA CF DA ANTIGA TEM QUE TROCAR MAS ESTA COM LUZ NORMAL NA CF,  [PS=791209902 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=791209902,TRANSFORMADO QUEIMADO=1 PS=791209902,PODAR ARVORE=1 PS=791209902,APRUMAR POSTE=01 PS=791209902,EMENDAR CONDUTOR(ES=1  
493799;OBS = GERADO MACRO PARA SUBSTITUIR CRUZEDA, PODAR ARVORE NO LOCAL EM CIMA DA REDE E IMENDAR CABOS, EUCALIPTOS SOBRE A REDE PROX DO TR C0826
493800;FAVOR GERAR NDS PARA TROCA DO TR 44595, MESMO NAO ESTA PASSANDO CORRENTE NA BUCHA DE BT FASE B, TESTADO BUCHAS, CABO DE ALTA, VERIFICADO CHAVES, DERIVACAO E ELOS FUSIVEL E VIZINHOS ESTAO COM LUZ, CLI PEDE URGENCIA, 4 DIAS SEM LUZ, BOM ACESSO AO LOCAL PELA LAVOURA. TRAZER UM TT 75KVA 13.8, ALIMENTADOR HONDURAS,  [PS=943639049 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=943639049,TRANSFORMADO QUEIMADO=1  [PS=943639049,1-TRANF. TRIF. 13.2 KV    75 KVA  ]
493801;GERADO NDS PARA TCA DE PSRA RAIO E TRANSFORMADOR, GERADO NDS PARA TROCA DE TRANSFORMADOR E PARA-RAIO , BOM DE ACESSO, POREM UMA SUBIDA RUIM PARA CHEGAR DE CAMINHAO, BERA DA ESTRADA, CHAVE DA DERIVACAO FICOU ABERTA,  [PS=945482926 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=945482926,TRANSFORMADOR COM VAZAMENTO=1  [PS=945482926,1-TRANSF. MONO. 33 KV     10 KVA  PS=945482926,1-DESCARREGADOR 15 KV  ]
493804;GERAR NDS EMENDAR CONDUTOR ENTRE PS 951066083 E POSTE 572398161 285834, 7139124 VAO LONGO E EUCALIPTO PRA CORTAR E NO PS 951066086 POSTE DE FIBRA TRAZER MATERIAL PRA FAZER ESTAI NO MESMO, ESTA PENDIDO NO LOCAL,  [PS=951066083 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=951066086,REFAZER ESTAI=1 PS=951066083,EMENDAR CONDUTOR(ES=1  [PS=951066083,1-CABO  AL NU CAA  4 AWG - COM ALMA  ]
493806;FAVOR GERAR NDS PARA MANUTENCAO TROCAR POSTE DO PS 772081853 QUE ESTA TORTO E TRINCADO ACESSO BOM ATE O LOCAL SOMENTE BT NO LOCAL  TRAZER 1 POSTE B-300 10,5  PODE SER PROGRAMADO,  [PS=772081853 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=772081853,POSTE IRREGULAR (SUBSTITUIR/REALOCAR=1  [PS=772081853,1-POSTE DUPLO T D/150/9.0 M  ]
493808;FAVOR GERAR NDS PRA LINHA VIVA  FAZER REPARO NO PS 596220045 CONECTOR DERETIDO COM RISCO DE ROMPER E VIM A BATER NO MENSAGEIRRO SEM PONTO DE ATERRAMENTO REDE COMPACTA DA PRA PROGRAMAR NINGUEM DESLIGADO,  [PS=596220045 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=596220045,REFAZER JUMPER=1  [PS=596220045,1-CABO,ELET COBE AL 1X70MM2 35KV NTC810640  ]
493809;FAVOR GERAR NDS PRA LINHA VIVA  FAZER REPARO NO PS 596220045 CONECTOR DERETIDO COM RISCO DE ROMPER E VIM A BATER NO MENSAGEIRRO SEM PONTO DE ATERRAMENTO REDE COMPACTA DA PRA PROGRAMAR NINGUEM DESLIGADO, [PS=596220045 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=596220045,REFAZER JUMPER=1  [PS=596220045,1-CABO,ELET COBE AL 1X70MM2 35KV NTC810640  ]
